customerid,transactions,price,quantity,country,date
609,"Fish, Bananas, Rice, Beef",73,19,United Kingdom,3/26/2023
966,"Carrots, Rice, Butter",29,7,United Kingdom,4/17/2021
999,"Pasta, Chicken, Bananas, Carrots",35,11,Australia,11/3/2021
661,"Beef, Cereal, Lettuce, Grapes",510,8,Germany,7/24/2022
701,"Oranges, Bananas",13,5,Australia,12/10/2021
234,"Eggs, Rice",68,1,Germany,9/26/2021
953,"Fish, Butter, Potatoes, Bread, Onions",70,12,Germany,1/13/2020
706,Cheese,7,1,United Kingdom,7/11/2020
544,"Eggs, Fish",21,3,United States,6/13/2021
82,"Cheese, Cereal, Potatoes, Apples",64,3,Australia,3/10/2024
104,"Tomatoes, Cereal, Rice, Oranges",16,13,United Kingdom,8/19/2021
923,Apples,57,13,Australia,8/31/2024
239,Bananas,41,8,Canada,2/23/2021
243,"Bananas, Oranges, Cereal, Beef",39,2,United States,6/18/2024
345,"Chicken, Potatoes, Carrots, Bread, Grapes",74,6,Canada,2/7/2021
749,"Potatoes, Pasta, Rice, Eggs",52,9,United Kingdom,9/12/2021
429,"Fish, Cheese, Grapes",5,5,United States,2/2/2023
153,Apples,72,16,Germany,2/16/2020
966,"Carrots, Fish, Beef, Apples",23,19,United States,9/24/2020
993,"Grapes, Bananas, Rice",40,16,Germany,9/18/2023
6,Lettuce,4,18,United States,6/10/2022
116,"Milk, Grapes, Eggs, Onions",,,Canada,4/13/2022
695,"Apples, Potatoes, Onions, Cereal",71,11,United States,3/9/2023
730,"Rice, Lettuce, Carrots",57,4,Canada,8/3/2020
440,"Butter, Bread, Eggs",97,16,United Kingdom,12/24/2021
749,"Fish, Pasta, Apples, Onions, Milk",36,1,Canada,8/2/2021
690,Lettuce,49,12,Australia,11/29/2021
412,Eggs,41,11,Germany,8/14/2020
839,"Lettuce, Tomatoes",35,11,Germany,11/19/2024
325,"Cereal, Butter",89,20,United States,8/1/2023
765,"Onions, Pasta, Grapes, Carrots, Tomatoes",13,1,Canada,4/23/2020
713,"Fish, Bananas, Eggs",22,7,United Kingdom,1/27/2024
7,"Rice, Cheese, Fish, Cereal, Beef",90,8,Canada,7/24/2020
555,"Onions, Carrots",61,10,United States,8/7/2020
916,"Lettuce, Bananas, Cheese",80,6,Germany,5/9/2023
39,Eggs,40,13,United States,5/25/2021
537,"Eggs, Beef, Milk, Chicken, Oranges",4,20,United States,8/11/2020
865,"Cereal, Oranges, Beef",91,6,Canada,10/16/2020
589,"Rice, Tomatoes",58,3,Australia,12/30/2023
240,Fish,83,1,United States,10/22/2020
333,"Bananas, Carrots",18,2,Germany,5/21/2022
25,"Milk, Cheese",60,19,United States,5/13/2021
569,"Cheese, Carrots, Eggs, Apples, Tomatoes",20,15,Germany,9/17/2020
301,Pasta,60,14,Germany,6/16/2022
891,"Eggs, Grapes, Milk, Butter",60,13,United Kingdom,1/30/2024
817,"Lettuce, Cheese, Beef, Pasta, Onions",24,13,United States,10/2/2022
333,Butter,16,15,Germany,9/4/2021
119,Milk,21,3,Canada,4/28/2022
903,"Milk, Lettuce, Carrots",40,1,Australia,4/30/2020
180,"Grapes, Oranges",92,10,United Kingdom,3/11/2024
642,"Carrots, Eggs, Cheese, Oranges, Tomatoes",52,2,Germany,8/5/2020
447,"Eggs, Grapes",42,19,United States,10/7/2024
924,"Potatoes, Cheese, Carrots",28,20,Australia,11/27/2022
568,"Tomatoes, Grapes",88,15,United Kingdom,12/2/2021
487,"Fish, Grapes, Oranges, Potatoes, Onions",89,1,Canada,10/12/2024
75,"Milk, Pasta, Cereal, Tomatoes",3,2,Canada,8/31/2021
837,Bananas,80,15,Australia,11/7/2022
155,Lettuce,72,20,Australia,7/9/2023
103,"Lettuce, Pasta",82,20,United Kingdom,5/24/2024
56,Lettuce,60,4,United Kingdom,4/27/2022
804,"Eggs, Tomatoes, Fish, Apples",92,16,United Kingdom,12/26/2020
670,Eggs,64,9,Germany,5/18/2020
657,"Tomatoes, Pasta, Fish, Apples, Onions",18,13,United Kingdom,1/16/2021
152,"Bread, Milk, Cereal, Grapes, Beef",76,8,Canada,1/4/2023
6,"Cereal, Bread, Carrots, Butter",96,14,United Kingdom,7/12/2024
133,Tomatoes,60,7,United States,5/20/2024
246,Grapes,42,16,United Kingdom,5/2/2024
427,"Chicken, Carrots, Milk, Bread",36,12,Germany,4/3/2021
72,Pasta,73,15,Germany,5/17/2024
77,"Cheese, Potatoes, Oranges",82,8,Germany,2/20/2021
640,"Apples, Butter, Lettuce, Carrots",57,10,United States,7/31/2021
498,"Apples, Tomatoes",40,17,Germany,11/4/2023
819,"Pasta, Rice, Lettuce",38,2,United States,3/18/2022
607,"Bread, Oranges",67,1,United States,3/23/2024
944,"Bananas, Eggs, Lettuce, Grapes",2,6,Germany,5/20/2020
538,Chicken,91,5,Canada,2/13/2021
125,"Cereal, Pasta, Eggs, Carrots",93,13,United Kingdom,5/3/2024
897,"Pasta, Beef, Grapes",99,1,Australia,8/20/2022
80,"Bananas, Cereal",94,11,United States,2/9/2020
388,"Apples, Onions",31,2,Australia,4/21/2024
820,"Grapes, Milk, Pasta",25,15,Germany,8/8/2020
349,Tomatoes,64,9,Canada,8/23/2024
809,Milk,92,7,United States,1/30/2022
357,Bread,14,17,Australia,6/23/2023
890,"Cheese, Bananas",65,19,Canada,2/12/2020
918,"Tomatoes, Butter, Bananas, Eggs, Cereal",84,5,Germany,6/23/2020
746,"Milk, Cereal, Lettuce, Apples",94,8,United Kingdom,5/12/2021
729,"Rice, Butter, Potatoes",3,18,Australia,6/3/2020
684,"Eggs, Butter, Beef, Rice",61,7,Australia,5/18/2020
888,"Apples, Fish, Chicken",19,7,Canada,10/18/2023
560,"Rice, Tomatoes, Apples",46,6,United States,6/27/2020
360,"Cereal, Milk, Chicken",30,8,United States,2/19/2024
820,"Onions, Lettuce, Tomatoes",66,6,Australia,11/2/2024
27,"Cheese, Fish",60,3,United States,10/28/2021
681,"Cheese, Grapes",66,20,Canada,12/8/2023
913,"Chicken, Milk, Bread",880,14,Germany,5/2/2020
469,Potatoes,10,15,Australia,1/13/2021
850,"Bananas, Milk",40,7,Germany,3/16/2020
451,"Fish, Rice, Oranges",71,20,United Kingdom,5/25/2021
114,"Cheese, Chicken, Tomatoes",92,11,Canada,9/5/2021
298,Oranges,79,9,United Kingdom,2/14/2024
628,"Grapes, Fish, Lettuce, Potatoes",80,18,Australia,4/9/2022
310,"Beef, Pasta, Apples",3,14,United Kingdom,12/3/2023
935,"Potatoes, Eggs, Bread",13,18,Australia,8/28/2022
493,Bread,62,7,United Kingdom,11/11/2024
842,"Bananas, Lettuce, Tomatoes",51,12,United States,5/12/2023
99,"Milk, Grapes, Tomatoes, Cereal, Chicken",19,15,United Kingdom,7/18/2020
495,"Grapes, Oranges, Onions",24,2,Australia,3/20/2021
545,"Cheese, Fish, Bread, Tomatoes",66,3,Australia,8/24/2023
932,"Milk, Onions",76,3,Canada,3/24/2020
431,"Onions, Bread, Butter, Tomatoes, Lettuce",54,15,Canada,4/4/2021
890,"Cheese, Milk, Eggs, Onions, Tomatoes",88,4,Australia,10/10/2021
474,"Onions, Bananas, Oranges",74,5,Australia,11/23/2022
133,"Onions, Eggs, Cheese, Bananas",90,2,United Kingdom,11/11/2020
972,"Oranges, Potatoes, Milk",69,4,United States,9/25/2023
877,"Cheese, Chicken, Rice, Carrots",410,10,Germany,8/3/2020
431,"Butter, Grapes",41,11,United Kingdom,6/1/2023
175,"Bananas, Lettuce",21,2,United States,4/14/2022
553,"Lettuce, Carrots",97,8,Australia,11/17/2021
114,"Oranges, Rice, Bread",92,5,United States,4/2/2024
814,"Rice, Milk, Apples, Cereal",42,17,Germany,11/20/2022
93,"Cheese, Butter, Bananas, Onions",78,18,Germany,12/5/2024
661,"Beef, Carrots, Apples",29,6,Australia,1/25/2021
177,"Apples, Tomatoes, Beef, Chicken, Bananas",35,16,United Kingdom,8/20/2020
515,"Potatoes, Pasta, Cheese, Butter, Bread",23,8,United States,8/27/2023
887,"Chicken, Pasta",82,10,Canada,9/19/2024
312,"Eggs, Lettuce, Oranges, Grapes, Apples",1,1,United States,10/22/2023
696,"Onions, Carrots, Lettuce, Rice, Beef",56,14,Australia,9/4/2023
858,"Eggs, Oranges, Cereal",28,7,Canada,4/24/2024
73,"Apples, Chicken, Fish",11,19,United States,10/24/2023
285,"Bread, Cereal",52,14,Canada,11/11/2021
119,"Butter, Lettuce, Milk, Cereal, Pasta",81,4,Australia,6/18/2022
698,"Potatoes, Lettuce, Rice, Chicken, Pasta",65,5,United States,3/23/2024
641,"Milk, Tomatoes",48,19,Australia,4/7/2021
554,"Rice, Tomatoes, Carrots",54,16,Germany,8/4/2024
151,"Eggs, Chicken",52,8,United States,11/12/2023
367,"Onions, Oranges, Bananas, Eggs",52,12,United Kingdom,6/1/2024
341,"Cereal, Beef",75,9,Germany,12/22/2021
349,Grapes,66,6,Australia,1/11/2021
22,"Cheese, Rice, Apples, Pasta",40,20,United Kingdom,8/9/2024
320,"Pasta, Bananas, Potatoes, Apples",23,6,Australia,8/5/2023
688,"Apples, Pasta, Bananas",50,1,Australia,2/8/2024
434,"Potatoes, Grapes",27,9,Germany,3/25/2023
843,"Eggs, Butter, Lettuce, Carrots",58,11,United States,1/9/2022
17,"Lettuce, Grapes, Potatoes",92,13,United States,10/6/2020
410,"Rice, Grapes, Lettuce, Cereal, Milk",89,7,Canada,7/27/2022
419,Bread,5,7,Germany,2/21/2024
785,Eggs,35,14,Germany,2/25/2022
790,Beef,33,1,United Kingdom,5/8/2023
444,"Onions, Cereal, Potatoes, Fish",83,9,United Kingdom,7/29/2022
700,Chicken,50,10,Canada,2/5/2020
789,"Tomatoes, Carrots",21,8,Australia,1/28/2022
748,"Cereal, Oranges, Grapes",16,1,Germany,2/4/2020
620,Beef,51,5,Canada,4/8/2023
940,Lettuce,71,3,United States,5/24/2022
249,"Tomatoes, Bananas, Beef",55,13,Germany,6/13/2021
405,"Bananas, Milk, Carrots, Bread",82,3,United States,4/29/2023
526,"Bread, Grapes, Potatoes, Pasta, Bananas",15,11,United Kingdom,4/26/2022
546,Apples,64,4,Australia,3/22/2022
468,Eggs,39,5,United States,3/26/2023
634,"Oranges, Cereal, Grapes, Eggs, Bread",33,18,United Kingdom,9/8/2024
858,Fish,12,6,Canada,8/3/2024
750,"Fish, Bananas, Rice",43,6,United Kingdom,8/11/2020
239,"Butter, Onions, Bread",11,2,United Kingdom,3/3/2022
436,"Carrots, Apples",64,10,Canada,5/28/2022
754,"Bread, Rice, Beef, Tomatoes, Butter",55,3,United States,1/19/2022
659,"Onions, Pasta, Chicken, Milk, Bread",42,4,Germany,6/17/2022
883,"Fish, Butter, Potatoes, Onions, Lettuce",42,12,Germany,12/10/2020
645,Tomatoes,2,2,United States,9/12/2022
455,"Bread, Pasta, Potatoes, Chicken",68,1,Canada,9/17/2024
334,"Butter, Lettuce, Pasta, Carrots",84,12,Germany,4/3/2022
190,"Onions, Cereal, Fish",65,3,United States,12/28/2022
180,"Lettuce, Grapes, Onions, Pasta, Tomatoes",77,14,Canada,11/19/2022
845,"Apples, Onions, Potatoes, Cheese",59,20,Germany,3/22/2023
344,"Potatoes, Carrots, Pasta, Bread",51,10,United States,9/14/2021
174,Pasta,46,6,United States,5/26/2022
359,Beef,76,16,United Kingdom,7/18/2021
633,"Onions, Cereal, Carrots, Eggs",95,15,United States,3/8/2024
71,"Tomatoes, Potatoes",91,6,Germany,9/27/2024
295,"Apples, Fish, Lettuce, Bread",81,19,Germany,3/4/2024
958,"Chicken, Rice, Beef, Oranges",59,4,United States,1/21/2024
392,"Onions, Lettuce, Rice, Grapes, Chicken",69,8,Canada,2/18/2020
514,Eggs,8,19,United Kingdom,8/14/2022
608,"Rice, Lettuce",53,16,United Kingdom,10/4/2020
165,"Lettuce, Cereal, Bananas, Milk",22,9,Canada,5/14/2022
278,"Fish, Bread",63,5,Australia,11/25/2021
780,"Cheese, Onions",93,4,Germany,6/25/2021
515,"Eggs, Grapes, Potatoes, Lettuce",13,4,United Kingdom,7/4/2023
608,Cheese,540,2,United States,1/27/2021
893,Cereal,35,16,Germany,12/28/2022
704,Butter,62,17,Australia,8/17/2020
347,"Butter, Potatoes, Carrots, Cheese, Beef",58,16,Australia,1/17/2024
310,Lettuce,14,5,Australia,7/11/2020
432,Rice,0,2,United Kingdom,12/25/2023
22,"Bananas, Oranges, Chicken",88,2,United Kingdom,1/16/2023
493,"Carrots, Cheese, Milk, Beef",7,5,United States,5/11/2022
87,"Fish, Bananas",48,12,Germany,12/13/2021
462,"Oranges, Lettuce, Chicken",51,7,Germany,11/22/2024
10,"Grapes, Eggs, Onions, Fish",64,17,Germany,1/2/2020
444,"Pasta, Rice, Lettuce, Onions",22,17,United Kingdom,7/24/2024
403,"Milk, Pasta",83,7,Germany,2/8/2020
129,"Milk, Tomatoes, Eggs, Rice, Apples",9,16,United States,12/17/2020
486,"Tomatoes, Beef, Apples, Milk",82,3,Australia,9/19/2022
412,"Rice, Eggs, Potatoes, Cheese",4,9,United States,10/9/2024
243,"Oranges, Carrots, Bread, Apples, Butter",86,7,Germany,8/25/2020
648,"Cereal, Oranges, Beef",28,18,United Kingdom,6/25/2020
727,"Rice, Bananas, Oranges, Carrots",45,4,Germany,4/12/2022
66,Potatoes,71,3,Australia,1/31/2024
25,"Rice, Grapes, Oranges, Bananas, Potatoes",83,20,Germany,12/9/2023
681,Cheese,41,8,Canada,8/12/2021
189,"Lettuce, Carrots, Oranges",39,14,Canada,5/17/2020
136,"Butter, Bread, Grapes, Cereal, Apples",25,17,Germany,9/19/2023
339,"Cheese, Apples",74,18,United Kingdom,8/7/2023
65,"Butter, Beef, Pasta",43,7,United States,10/10/2022
699,"Rice, Pasta, Lettuce, Butter, Grapes",93,9,Canada,1/12/2022
792,"Butter, Milk",44,7,Canada,6/4/2023
687,"Rice, Cereal, Tomatoes, Bananas, Onions",38,11,United Kingdom,6/14/2023
422,"Chicken, Carrots",27,6,Germany,8/18/2020
592,"Butter, Carrots, Rice, Pasta",28,11,Germany,7/1/2020
48,"Grapes, Bread, Lettuce",46,7,Germany,6/5/2024
29,"Onions, Oranges, Fish, Apples",0,16,United States,12/13/2022
110,"Bread, Carrots, Butter",17,20,United States,8/25/2020
83,Cheese,80,11,Canada,9/21/2023
222,Lettuce,78,18,United Kingdom,6/5/2024
423,Oranges,9,13,Canada,9/11/2021
991,"Butter, Carrots, Tomatoes, Bananas",16,8,Australia,1/9/2021
91,"Rice, Tomatoes",61,9,United Kingdom,9/23/2024
169,Cheese,59,1,United States,10/15/2023
814,"Onions, Beef, Bananas",38,18,United States,8/5/2023
909,Cereal,90,4,Germany,4/17/2023
525,Cereal,33,14,Canada,10/30/2020
715,"Eggs, Tomatoes",61,8,Germany,12/10/2023
26,"Potatoes, Lettuce, Bananas, Oranges",6,15,United States,10/10/2021
873,"Onions, Cereal",52,18,United States,9/13/2021
686,"Beef, Grapes",86,17,Australia,5/8/2020
168,"Bread, Grapes, Butter, Oranges, Lettuce",57,12,Canada,10/27/2020
697,Oranges,49,18,Australia,2/24/2024
164,"Potatoes, Carrots, Oranges, Lettuce",21,9,United States,1/13/2022
577,"Oranges, Lettuce",56,7,Germany,1/21/2024
554,Bread,39,20,United Kingdom,1/12/2020
255,"Butter, Carrots, Grapes, Apples",48,9,United States,12/31/2023
620,"Bread, Lettuce",92,13,Canada,2/25/2024
60,"Tomatoes, Cereal",29,11,Australia,5/29/2023
982,"Grapes, Cheese, Lettuce",80,17,United States,8/21/2021
955,"Cereal, Lettuce",15,15,Canada,3/7/2022
598,"Lettuce, Cereal, Bananas, Milk, Apples",21,6,United States,9/14/2021
980,"Tomatoes, Grapes",14,3,United States,11/12/2024
283,"Milk, Cereal, Onions",50,5,Australia,9/8/2020
871,Rice,39,14,United Kingdom,11/13/2023
39,Potatoes,9,10,United States,4/30/2020
742,"Beef, Carrots, Apples",66,14,Australia,6/12/2024
900,"Chicken, Rice, Oranges, Butter",10,1,Australia,9/24/2020
996,"Rice, Lettuce, Beef, Eggs",7,14,Germany,9/2/2020
652,"Cheese, Bread, Apples",55,13,Canada,4/13/2020
23,"Bananas, Lettuce",28,16,Germany,3/19/2020
474,"Lettuce, Beef",6,12,Germany,1/7/2023
92,"Milk, Fish",82,9,United Kingdom,12/4/2023
464,Chicken,75,13,Germany,5/8/2023
452,"Butter, Fish, Bananas, Bread, Oranges",78,16,United Kingdom,1/26/2024
174,"Cheese, Lettuce, Oranges, Bananas, Potatoes",18,8,United States,3/22/2020
906,"Grapes, Tomatoes, Bananas, Beef, Cereal",23,1,United States,5/26/2023
61,"Butter, Rice",4,10,Australia,1/13/2021
56,Fish,48,5,United Kingdom,4/18/2023
740,Rice,65,5,United States,8/6/2021
606,"Chicken, Fish, Milk, Eggs, Potatoes",54,20,Australia,11/2/2022
925,"Grapes, Carrots, Milk",63,4,United Kingdom,10/8/2024
495,"Butter, Bananas",73,15,Australia,2/13/2024
189,"Rice, Beef, Bananas",55,9,Australia,11/7/2020
635,Bananas,52,15,United States,2/17/2023
791,"Tomatoes, Apples, Chicken, Onions, Bread",19,17,United Kingdom,11/11/2020
38,Cheese,70,15,Australia,6/6/2022
35,"Carrots, Tomatoes, Milk",23,17,Australia,3/9/2020
68,"Fish, Cheese",7,5,Germany,2/2/2024
563,Onions,62,2,United Kingdom,9/20/2023
739,"Cereal, Fish, Grapes",35,18,United States,3/19/2020
920,Grapes,92,15,Canada,4/11/2024
163,"Butter, Milk, Fish",92,14,Canada,10/2/2023
988,"Grapes, Potatoes",37,2,Canada,11/3/2023
965,"Cereal, Tomatoes, Eggs",90,9,Canada,5/9/2021
942,Milk,46,9,United States,10/26/2022
645,"Butter, Carrots, Tomatoes",21,6,United Kingdom,8/12/2024
59,"Carrots, Rice, Onions, Cheese",55,11,Australia,6/7/2022
91,"Potatoes, Eggs",87,11,United Kingdom,3/18/2021
685,"Bread, Oranges",1,1,United States,4/3/2021
561,"Tomatoes, Cheese, Bananas",47,2,Germany,9/6/2024
795,"Carrots, Oranges, Cheese, Fish, Onions",73,11,Germany,7/11/2023
747,"Beef, Oranges",30,16,United States,6/6/2022
383,"Potatoes, Eggs, Milk",82,20,United Kingdom,12/2/2021
826,Pasta,74,16,Australia,7/16/2023
158,"Eggs, Carrots",15,2,Australia,10/22/2021
731,"Oranges, Milk",16,10,Germany,9/4/2022
183,"Lettuce, Carrots, Fish",99,13,Germany,9/15/2024
185,"Bananas, Apples, Potatoes",19,4,Germany,7/4/2024
77,"Apples, Rice",69,12,United States,4/23/2024
823,"Chicken, Butter, Pasta, Cereal",81,18,United States,12/11/2024
699,Milk,53,14,United States,9/14/2024
350,Lettuce,31,19,Germany,5/3/2023
217,"Bananas, Eggs",24,7,United States,10/13/2022
543,"Lettuce, Bananas, Beef",74,13,Germany,7/19/2024
616,"Milk, Beef, Rice, Bananas",7,19,United States,10/12/2023
117,"Onions, Chicken, Butter, Tomatoes",98,4,Canada,3/26/2024
736,"Tomatoes, Beef, Carrots, Butter, Potatoes",36,14,Germany,2/5/2021
814,Lettuce,40,8,United Kingdom,6/3/2021
291,"Tomatoes, Bananas, Fish",67,7,United States,7/25/2023
746,"Bananas, Apples, Beef, Butter",7,7,Australia,12/1/2020
396,"Apples, Rice, Cereal",10,3,Germany,5/26/2023
723,"Oranges, Onions",19,15,Australia,6/4/2023
918,"Potatoes, Milk, Oranges, Lettuce, Cereal",40,17,Australia,11/22/2023
702,"Tomatoes, Beef, Onions, Rice",9,14,United Kingdom,3/2/2020
964,"Fish, Cereal, Eggs, Lettuce",78,8,United States,5/17/2021
600,"Milk, Cereal",41,2,Australia,11/21/2020
157,"Potatoes, Lettuce, Cheese, Carrots",39,8,United States,6/24/2020
72,Milk,47,18,Germany,7/9/2021
890,Potatoes,70,17,United Kingdom,8/4/2024
168,"Lettuce, Pasta",88,15,Germany,5/7/2020
431,Chicken,41,5,United Kingdom,10/29/2020
516,Apples,5,16,Canada,10/10/2021
203,"Lettuce, Milk",93,1,Canada,6/14/2024
473,"Bananas, Carrots, Tomatoes, Cheese",1,1,Canada,10/23/2023
590,"Bread, Butter, Tomatoes, Chicken",63,18,Germany,8/24/2022
867,"Pasta, Chicken",51,8,United States,11/21/2023
547,"Potatoes, Pasta, Beef",25,12,Australia,3/2/2021
771,"Milk, Butter, Eggs, Apples",40,16,Germany,3/15/2020
179,"Grapes, Chicken",48,5,Canada,2/26/2023
523,"Milk, Pasta, Lettuce, Cereal",44,16,United States,2/24/2020
461,"Pasta, Bread",8,11,United States,5/18/2021
680,Pasta,84,7,United States,5/27/2020
259,"Beef, Carrots, Potatoes",58,13,Canada,10/25/2021
285,"Fish, Bananas, Apples",58,6,Canada,3/10/2022
844,"Oranges, Cheese, Grapes, Lettuce",30,18,Germany,3/8/2021
282,"Apples, Beef, Bread, Eggs",50,15,United States,11/14/2021
122,"Milk, Tomatoes, Beef, Butter, Cereal",97,5,United States,9/28/2023
983,"Fish, Butter, Oranges",33,19,United Kingdom,3/6/2021
624,Pasta,4,12,Canada,6/17/2021
561,"Grapes, Pasta",57,10,Canada,9/5/2022
886,"Potatoes, Rice, Pasta, Milk",81,17,United States,1/24/2021
480,"Grapes, Cheese, Cereal, Chicken, Oranges",50,1,Germany,9/18/2024
958,"Eggs, Rice, Lettuce, Carrots",98,20,United States,2/19/2021
325,Milk,96,9,Canada,5/21/2024
532,"Milk, Lettuce",87,1,Germany,3/21/2020
433,"Tomatoes, Apples, Lettuce, Butter, Potatoes",4,18,United States,1/22/2021
85,"Beef, Oranges, Onions, Chicken",75,11,Australia,1/25/2021
585,"Beef, Bread",53,8,United States,2/15/2022
828,"Tomatoes, Carrots",56,1,Australia,7/13/2024
143,"Rice, Cereal, Beef",51,10,United States,11/20/2022
532,Rice,18,20,United States,11/8/2023
623,"Grapes, Fish, Lettuce, Pasta, Carrots",82,4,Germany,5/29/2024
756,Beef,41,12,Canada,10/7/2021
627,"Pasta, Apples",14,8,United Kingdom,6/15/2021
767,Bananas,21,5,United States,3/17/2024
14,"Carrots, Oranges",17,2,United States,6/14/2023
709,"Onions, Bread, Fish, Tomatoes, Chicken",13,14,Canada,11/13/2021
273,"Chicken, Oranges, Apples, Bread",38,13,Australia,8/21/2022
59,Bread,4,4,Germany,4/30/2023
47,"Tomatoes, Eggs, Bananas, Pasta, Onions",48,7,United States,3/16/2022
23,"Chicken, Rice, Potatoes, Tomatoes",77,10,Canada,10/26/2020
906,Tomatoes,88,18,United States,2/10/2021
119,"Onions, Pasta, Rice, Bananas",34,20,Australia,1/11/2020
718,"Oranges, Chicken",50,9,United States,12/8/2020
850,"Chicken, Bread, Eggs",43,18,Germany,11/21/2023
545,"Pasta, Butter, Fish, Beef",68,6,United States,8/9/2021
552,"Bananas, Onions, Milk",47,9,Australia,9/28/2022
241,Milk,14,2,Australia,3/22/2020
298,"Lettuce, Cheese, Grapes, Fish, Beef",92,5,United Kingdom,1/18/2024
703,"Fish, Oranges, Grapes, Eggs",13,18,Germany,1/4/2022
481,"Tomatoes, Fish",85,3,Canada,3/31/2021
243,"Cereal, Tomatoes",35,2,Australia,6/14/2024
99,Fish,91,19,United Kingdom,1/9/2020
333,"Chicken, Grapes",61,12,United States,4/18/2022
152,"Cheese, Tomatoes",20,5,United States,9/24/2021
533,"Apples, Fish, Carrots, Cheese",4,9,United States,2/24/2022
868,"Grapes, Carrots",97,14,United States,2/24/2022
215,"Apples, Tomatoes",8,12,Australia,5/2/2021
767,"Cheese, Beef, Oranges, Bananas",44,19,Australia,4/15/2020
910,"Pasta, Butter, Cheese",7,20,United States,10/30/2021
971,"Bread, Lettuce, Cheese, Cereal, Potatoes",51,10,Canada,4/27/2021
984,Onions,91,18,Canada,6/23/2024
4,"Pasta, Potatoes",36,11,Germany,9/25/2024
570,"Apples, Chicken",67,8,United Kingdom,6/26/2024
374,"Oranges, Fish, Chicken, Carrots, Bananas",25,18,Australia,8/23/2022
193,"Cereal, Bananas, Apples",53,11,Australia,7/23/2023
269,"Onions, Potatoes, Eggs",32,3,Australia,1/11/2020
453,"Cheese, Tomatoes, Carrots, Apples",26,17,Australia,4/14/2021
543,"Onions, Carrots, Fish, Cereal, Rice",65,13,United Kingdom,10/25/2022
592,Tomatoes,93,20,United States,7/22/2024
386,"Bananas, Bread",95,4,United Kingdom,11/2/2021
62,"Beef, Apples",65,17,Germany,8/23/2021
466,"Fish, Oranges",2,12,Canada,2/25/2022
907,Fish,39,19,Canada,7/13/2022
832,"Carrots, Apples",78,15,Canada,11/11/2024
264,"Pasta, Bananas, Eggs, Potatoes",67,15,Germany,3/21/2022
453,"Potatoes, Eggs, Chicken",37,3,Canada,10/27/2022
211,"Oranges, Fish, Apples",16,11,United States,9/17/2022
386,"Cereal, Eggs, Bananas",75,9,Australia,2/27/2020
549,"Bread, Oranges, Fish, Carrots, Lettuce",21,16,Australia,10/25/2020
74,Grapes,10,6,Germany,6/30/2020
271,"Carrots, Potatoes, Chicken",12,6,Australia,2/5/2021
986,"Milk, Grapes",17,4,Canada,3/10/2021
708,"Butter, Apples, Bread, Milk, Potatoes",30,5,Australia,5/19/2022
197,"Oranges, Potatoes",27,1,Australia,5/16/2021
958,"Bread, Onions, Grapes, Cheese, Lettuce",28,13,Canada,2/7/2023
97,Potatoes,17,16,Australia,2/18/2021
630,"Potatoes, Butter, Pasta, Chicken, Oranges",44,18,United Kingdom,4/6/2023
669,"Tomatoes, Pasta, Chicken, Beef, Bananas",29,11,United States,11/20/2020
657,"Tomatoes, Milk, Apples, Fish",52,15,Germany,9/29/2023
773,"Tomatoes, Apples, Potatoes, Bread",12,10,Australia,4/21/2020
631,Milk,13,10,United States,6/24/2022
186,"Oranges, Eggs, Pasta, Tomatoes, Fish",39,8,Germany,7/11/2024
376,"Lettuce, Tomatoes, Fish, Beef, Potatoes",86,5,Australia,4/25/2023
818,"Bread, Onions, Beef",18,9,United States,2/10/2020
529,"Tomatoes, Butter",82,14,United Kingdom,7/11/2022
784,"Tomatoes, Rice",54,1,United Kingdom,4/7/2022
523,"Lettuce, Eggs, Potatoes, Oranges, Carrots",13,12,United States,9/25/2020
85,"Tomatoes, Bread, Eggs",48,4,Canada,5/27/2024
472,"Tomatoes, Fish, Carrots, Bananas, Oranges",96,20,Australia,11/21/2022
893,"Rice, Tomatoes, Onions, Carrots, Potatoes",2,17,United Kingdom,2/19/2023
263,"Bread, Chicken, Beef, Apples",23,14,United Kingdom,11/2/2022
878,"Eggs, Rice",51,9,Germany,6/26/2021
404,"Lettuce, Bread, Beef, Bananas",40,14,United Kingdom,2/6/2022
307,"Rice, Potatoes",15,10,Australia,12/4/2023
355,"Cheese, Carrots, Grapes",53,7,Canada,2/16/2022
165,"Chicken, Fish",29,18,Canada,6/1/2024
170,Bananas,25,15,United Kingdom,1/23/2022
533,Rice,24,4,United Kingdom,1/12/2021
819,"Cheese, Cereal, Pasta, Lettuce, Bananas",82,9,Germany,5/3/2022
182,"Carrots, Chicken",15,9,Canada,5/15/2022
20,Eggs,57,3,United States,8/29/2020
424,Onions,53,14,Australia,2/22/2020
799,"Beef, Eggs, Pasta, Chicken",69,15,United Kingdom,8/24/2021
123,Onions,87,13,Canada,7/26/2024
612,"Eggs, Butter, Lettuce, Potatoes, Rice",91,1,Canada,10/12/2022
678,Apples,85,12,Germany,6/8/2023
514,"Rice, Grapes",88,4,Germany,4/26/2024
985,"Butter, Apples, Onions, Carrots, Chicken",67,10,Canada,10/16/2020
459,Fish,23,10,Canada,4/3/2021
482,"Oranges, Fish, Apples, Tomatoes",3,3,United Kingdom,6/20/2023
56,"Rice, Tomatoes, Butter, Eggs",77,10,United Kingdom,3/20/2024
